ticketID,passengerID,flightNumber,flightType,seatNumber
96088333,00920516,59395,bussines,1D
49209772,35209546,17415,first class,31D
50815183,02871962,90929,bussines,24D
37283041,97948947,92158,first class,24C
75403262,87935872,58530,first class,27C
65353463,04447832,91379,economy,5D
60101237,01673672,41091,bussines,24D
76449855,04831636,43485,economy,8E
15704644,36920524,68717,bussines,30B
15328694,34407671,41972,first class,10E
07384818,61997407,42927,economy,27F
44140773,11777970,69546,bussines,30B
93742443,89847379,41595,first class,26A
79557554,37445052,88411,bussines,29C
25094771,98457997,67907,bussines,2B
02988852,64839029,48667,first class,23E
11936104,05244938,20598,bussines,2B
20878152,46394673,50856,first class,27E
81862212,29954964,31384,bussines,3E
47376928,64627340,16693,bussines,19D
92101566,16435134,14593,first class,11D
04466156,23046052,91764,first class,17E
34583077,29753530,51332,first class,2D
07837477,05171343,55859,economy,15C
09256850,08024777,71821,first class,33C
51607746,80961129,17402,first class,26F
20066261,72988004,30448,bussines,9D
83561942,06910717,50952,bussines,6D
74558926,50552994,79353,first class,12B
00850842,60976000,19713,economy,2D
42140128,86433986,67873,bussines,28B
47325785,21500768,89137,bussines,7A
78685463,34488505,47306,economy,6D
30802714,95314200,70066,economy,19B
27252396,97202825,97267,bussines,5B
94031671,72955437,52345,economy,14E
18464331,28451520,25832,bussines,20B
23624353,89793426,11362,first class,15C
51847219,36249963,36743,bussines,18B
56923688,82075541,33618,bussines,7F
44144287,32743539,71214,bussines,30D
07973447,15795411,38381,bussines,10D
33201370,90716940,81878,bussines,26F
85395958,92014566,51369,economy,27D
59712616,23667027,51399,economy,16A
53328987,08666415,26372,bussines,21D
45998668,03618736,55281,first class,30E
38181554,61247161,94267,first class,23A
19336683,41995546,72194,economy,25D
65784642,01817191,30457,bussines,6C
24243464,68688752,63595,economy,26F
44759798,25811443,86547,economy,18F
09344848,89667442,26852,first class,1C
69058255,41178808,98126,economy,27E
46188714,81331895,74016,bussines,33F
87644654,05358976,53941,first class,12E
90448757,75186898,53358,economy,30D
30285915,76307737,58098,economy,12B
48943030,46142161,72608,bussines,4E
98031711,04293187,65047,economy,8E
25865240,39825755,44536,first class,27C
66052963,27545673,60667,economy,11C
31473708,28119254,96770,first class,13E
85073448,43248779,31785,economy,26F
44992759,22389651,63911,economy,2F
96895137,12875065,48382,first class,4F
36657347,55438722,68093,economy,4E
22539679,55930794,21121,economy,7B
69325254,28911308,41546,first class,19A
57414940,54873427,47232,economy,17F
71480847,47520579,92812,first class,9F
79926791,68818917,92513,economy,31A
59384534,83766961,92376,economy,18C
28995368,93102157,38656,economy,13E
86067687,91377950,91270,first class,16E
58120030,63066538,31595,bussines,2F
29144551,39946417,50776,first class,10D
16298866,95380778,30000,bussines,10D
52067912,50434026,73408,bussines,9E
00357875,31171086,26504,first class,32B
24248213,37031961,84738,bussines,4D
89291519,90246556,62673,economy,19B
46321418,46224329,95273,economy,2A
56762640,95207635,77794,bussines,14E
22591389,49588481,98121,economy,2C
75154991,99182487,34986,economy,11B
41291213,02200601,20860,bussines,32E
60813657,59187080,82385,economy,15C
29563019,80956570,25393,first class,6F
92520443,34214120,45091,bussines,24F
71390964,91974560,19851,economy,21C
51636857,65099239,57545,bussines,12E
32085076,02166800,75971,bussines,8F
84294238,20517040,26584,first class,27C
55843267,27290068,59537,bussines,26D
18362196,50444737,63595,economy,17B
41804866,17138718,76347,bussines,28C
97834738,39358429,90571,first class,28C
02506011,05413675,81754,bussines,22D
22863071,24776775,22486,first class,32A
41791871,69472790,72905,bussines,29E
83403751,03295010,26829,economy,19D
80174586,72318713,78109,bussines,30B
60516290,93935317,63941,economy,21C
43782511,16232944,85872,economy,10C
44372859,68667584,48165,first class,7F
87928160,46094565,37116,first class,16B
13529755,26577895,52706,economy,32D
78628528,05454445,47880,economy,1F
86563207,86162236,32239,first class,12A
43717511,83966290,75488,bussines,23D
60090527,13070354,54239,first class,16A
53103825,53293354,10374,first class,13B
85086898,03307928,53617,bussines,7C
86908833,40660254,63687,bussines,14A
51806287,89608934,72301,economy,17D
70484013,83858653,44442,economy,29F
71687668,93576658,35781,first class,29E
81598902,81718540,94881,bussines,25E
86327492,43262526,99943,bussines,29D
63172109,59805451,76818,first class,14D
30596934,21346675,61286,economy,4B
32513103,13803669,22316,bussines,29B
60991368,26597779,97163,first class,28E
29134125,16368918,44169,bussines,24E
94382052,00269966,39987,first class,32B
93955640,44479453,40950,first class,8C
46028868,07313604,63250,bussines,16D
93633743,15146293,44824,first class,10E
34213752,13945297,45519,economy,6F
59337001,00814553,84684,economy,16C
89175735,10263029,35618,economy,2D
54535805,41175522,73408,economy,19F
61707248,17835541,36147,bussines,24B
06668423,14868131,66266,economy,25B
22660605,28888169,84550,first class,26A
28739390,84326618,45887,bussines,4D
76039709,78397899,26852,economy,7B
94573793,44027975,31836,bussines,30C
31644241,90765368,66820,bussines,9A
90861564,78141521,63793,bussines,27C
19345587,89878529,88530,economy,32C
73099418,37025229,13159,first class,18B
23313857,11974897,95667,bussines,21F
68422402,64612198,62055,bussines,6A
09660766,83134265,66035,first class,16A
89811770,16312553,64527,economy,32A
53697246,50940294,10372,first class,25B
13892046,19117468,75560,first class,5A
73487222,11337876,86369,first class,18D
41998795,86255433,46080,first class,32C
58637858,21765934,41695,economy,2B
07671858,97218088,86384,first class,9D
68192208,58258752,73826,bussines,21D
97786702,65322309,37919,first class,2E
27926438,05338016,98777,bussines,12E
02310400,97615729,33432,bussines,14A
37964370,25396377,86393,first class,26B
83700704,33029515,10056,first class,16F
10223506,31725614,16507,bussines,20E
64053144,92055449,25953,first class,6A
58847557,71951630,68023,first class,9F
37761925,64063617,30977,bussines,31D
59000668,87779660,44774,first class,23F
68927124,58206080,12544,first class,1A
37908652,83588162,53099,bussines,26D
00306105,88255101,79159,first class,29A
40315978,62895481,35153,bussines,32B
94955292,01527181,27234,bussines,13F
26146801,64421592,28197,economy,4E
76431151,58529892,21708,first class,11B
05210436,28361803,62194,first class,17E
81283478,11943406,68024,bussines,29C
21249437,85687653,12013,first class,15E
37220933,12684952,26100,bussines,23B
54770486,68583703,76634,bussines,32C
57217435,25287009,36784,first class,4A
06496716,00958289,97270,first class,24D
06302672,53063435,43662,bussines,30B
67492397,57311291,12154,first class,21D
70126619,10994631,13184,bussines,16E
55560542,18997395,68905,first class,6F
94368956,74963019,84562,economy,20D
58398665,89637968,30154,first class,9C
74033261,31065244,13340,bussines,3B
82128363,75740062,91492,economy,25E
97543403,41510857,43703,economy,14D
85459333,75342339,64713,economy,26A
60482173,44338209,81879,first class,15E
93346321,44646027,93769,first class,8E
93084188,86161674,83759,bussines,32E
99609417,31325149,70189,economy,8C
12386027,78999974,17878,first class,22D
57292847,80231104,50367,first class,14F
56056191,20725806,17498,bussines,33F
12771710,21766432,99377,bussines,9F
81036296,67634602,22785,economy,19F
30022674,84626871,39644,economy,11A
94828439,11056942,42631,bussines,19D
64715747,58116863,63926,economy,16B
63468921,36709482,40348,first class,15D
41062996,61921486,50419,first class,23A
41056670,49846513,43336,bussines,11C
35313412,17349150,95412,first class,19F
28240169,72900898,55561,first class,20D
39304401,28168839,49570,economy,18D
71427333,10946402,22480,economy,32F
87902634,16163411,26815,first class,3E
31957692,26482936,22953,economy,23D
16980068,58447936,77526,economy,33E
84306946,53469798,79005,bussines,12A
83870882,59686975,45673,bussines,33E
35835391,19030116,20708,economy,26D
46156146,28606325,85065,economy,31F
96278409,84855445,12086,economy,24A
40172735,90597981,59939,economy,27F
73178648,06365539,50344,bussines,32D
78494940,81427184,63793,first class,23E
14292042,00220983,38671,bussines,26A
44784341,95211783,10245,first class,19D
21826621,52811421,71709,first class,14D
30972150,81173074,28240,bussines,5C
79345039,84982928,99306,economy,22B
61836137,97902537,62580,bussines,20F
24131225,53508020,12530,economy,10E
74095246,05038210,19994,first class,9F
45805614,12293974,35270,first class,11D
23488677,22971407,73826,bussines,30A
83874425,60755661,76453,economy,31C
83023765,71447835,14919,economy,21A
53954061,82307574,29778,bussines,26C
22570208,62608826,47117,economy,33C
94156777,33968315,10661,first class,4E
88483468,58565915,72762,economy,2B
54690328,35741389,47802,first class,32E
38135522,85290999,68093,first class,8F
73841952,24445507,73677,bussines,29D
26662413,91184651,30810,bussines,11D
01498025,00125952,39675,economy,22A
02897559,35587130,22547,economy,12F
61174430,15859120,65982,bussines,29F
37107196,54822104,19326,bussines,14A
08866461,23849516,21284,economy,2D
61185041,91952483,66607,first class,30E
16261883,07800607,78493,economy,17E
82634539,64630414,20708,economy,30E
32733367,67006504,24437,bussines,8C
60709092,46927944,23561,first class,8D
71280674,36996201,53358,economy,31E
76021825,90687302,39080,economy,21D
35349527,96682382,64467,economy,18B
29890863,91569604,50482,bussines,32F
80650192,95002586,59648,economy,17F
23881828,54698430,89385,economy,13F
05833620,27162139,19439,first class,27F
80372283,74692321,14058,economy,10A
20504862,46897448,17719,economy,8B
97089708,27696901,48091,first class,16B
17505307,04581819,20001,bussines,16A
28981444,74213562,29257,first class,2A
74264570,32381544,10533,economy,2E
25749164,42812620,94296,economy,15D
36802651,32070274,24917,bussines,29F
74135347,87395334,94113,bussines,14C
36153441,40975675,66572,bussines,30E
48445927,32332309,29708,first class,20F
66621775,55922614,98487,economy,30E
51922551,72663737,43495,first class,26A
30413932,02374240,35664,economy,9D
01578777,57117756,44478,economy,13D
04474185,66520925,14353,first class,20E
41666089,63123475,44169,economy,20D
78245501,16393791,72259,first class,12F
70144149,30742624,45629,bussines,3D
47278701,12874056,98073,first class,3E
84446784,51412960,23674,economy,14C
29369723,80292344,51178,first class,28B
30369273,96647964,45742,first class,30B
29273717,67543341,49293,first class,20D
72407624,15766644,11857,economy,19C
42647025,70759614,69214,first class,13A
33156130,15185999,23522,first class,9E
81559297,38832282,32469,bussines,19D
61946344,40788797,84581,first class,11E
02116528,59752591,93279,bussines,28C
66526820,41370346,43662,economy,17D
92907886,64299353,11041,bussines,13D
70769725,69837572,48091,economy,25E
14513685,08017586,20568,economy,21F
37053961,17530971,36225,economy,6E
40122421,05940902,96285,bussines,15E
38098177,24520218,37724,economy,1E
50351428,50819668,65625,economy,14A
43979424,08058953,41018,first class,4B
85977775,80357454,38712,bussines,1F
94103243,48263034,69679,economy,27F
26002271,20142456,19966,first class,20F
83172927,08922739,23477,bussines,6D
83862350,20135561,52067,economy,18F
63758844,33231142,34045,first class,10B
07422867,42195419,15168,bussines,31C
93791201,48919300,38378,first class,19B
66776773,28868797,40185,first class,14A
44623571,72547408,64796,bussines,30F
84887629,49290351,92876,economy,1D
76225611,85427581,25043,bussines,31A
51442145,83284357,45646,first class,25C
64306856,54746658,30646,economy,4B
43410151,62930406,80591,economy,30F
47895696,55695206,70346,economy,4E
82026006,22166307,62055,first class,21A
71169492,35238423,47418,economy,3A
09703488,29585741,92313,first class,22E
16824197,87165962,90909,first class,27A
91880924,07050599,71332,first class,28A
26186977,58166758,67873,bussines,18B
75842293,09542963,11271,economy,12A
42777678,04838580,86309,economy,6A
42661375,93742110,43191,first class,4B
24116331,86113764,89788,first class,32B
56466437,08398977,24569,bussines,16A
29464340,62443987,37755,economy,6E
95464975,42360706,16619,first class,30D
88566667,30151776,79906,bussines,19A
00705607,13655095,31042,first class,24E
63028095,47133211,86369,economy,5E
27349520,65607391,48825,economy,25F
65131441,53907815,59687,economy,16A
94190782,11078410,47987,economy,2C
93629310,39051944,61844,bussines,2A
50734891,58188085,59376,first class,18E
63748006,72495649,58516,first class,19E
26138497,79322227,38641,economy,23C
81969109,74890621,54354,first class,31F
72339336,64404545,60347,economy,15C
05911553,72020956,56178,first class,13E
83448138,31471944,97599,economy,13D
30593208,22423304,77392,bussines,7B
29922892,18968880,70788,first class,2E
95321512,94580347,61688,first class,1E
17186374,81573866,43465,bussines,4B
75191193,98644960,64063,first class,30D
80210046,48496257,67358,first class,18E
11303357,49406911,39086,economy,14C
71830695,69394384,73510,economy,7F
75493718,28135324,92490,first class,9E
15235175,20646509,43801,economy,14E
75831978,91404405,22944,bussines,3E
92210856,27910500,55107,first class,25B
68688447,33915406,44587,economy,3C
45181419,78532445,17137,bussines,15D
06922094,88321709,98586,first class,26D
65689822,43354573,24918,economy,25C
95086410,46834614,31836,economy,3A
68818813,52360592,79005,economy,16A
50354537,01167939,23488,economy,24A
45952878,38434530,84306,economy,12B
73661316,00093885,64796,first class,11F
14632750,80500340,95420,economy,16A
49617133,04654404,22186,economy,8C
70304748,53463387,73312,bussines,20E
46242273,25036577,17768,bussines,28B
21306404,39697816,92036,bussines,25F
98620417,10034655,18597,first class,2D
08773589,75931362,54111,economy,4D
90073201,56215503,79626,economy,8C
93730994,28760482,11380,first class,20E
05148189,53245820,86014,economy,25B
84586182,32212222,21256,bussines,22F
92637987,95930830,86411,bussines,2F
47770892,62694424,72236,economy,31B
16018388,13041915,94636,first class,19E
61258062,48792246,79830,bussines,30F
64536790,30728271,49679,first class,7B
87528926,43671597,51178,bussines,30F
06971516,08381883,69617,economy,16D
65574700,51217401,85864,economy,6C
23906008,87301139,99875,first class,7C
64550717,12981241,43022,bussines,10B
61101740,71180572,53449,first class,19C
52625753,84371415,61470,bussines,12B
52904556,01123438,69546,first class,5A
43877339,87164694,38432,first class,14F
73759811,45063973,37294,first class,17C
76684238,89254302,74576,bussines,21E
24457009,19807780,80094,first class,30B
48012952,71603682,75978,bussines,30B
22081035,82059831,13124,bussines,18B
65899631,96493321,68075,economy,28F
77428254,80200748,44329,first class,29F
39682969,20587247,81150,bussines,13D
30850428,71460309,10094,economy,25F
92250052,26796727,71157,bussines,6F
48746075,51165332,24249,bussines,22A
73089722,88482072,11977,first class,30D
16280612,22570379,58202,first class,10A
03757476,19226947,48364,bussines,2B
24595645,16685743,23078,first class,2C
01156317,34175181,15168,economy,2B
42151140,53536692,45681,bussines,30C
74830411,91114734,34532,economy,23E
